844;1571;151;209
723;1566;142;192
405;1502;220;225
129;1374;104;127
32;1319;165;212
330;1310;339;171
85;1203;124;113
15;1162;106;112
163;1160;70;58
443;1120;147;258
766;1037;267;517
80;945;83;127
121;932;146;173
166;906;58;40
111;887;61;74
493;842;129;242
407;777;128;296
753;770;248;261
876;671;64;57
774;658;96;80
925;619;47;38
330;506;303;254
16;473;277;334
661;448;281;271
1018;390;223;265
739;286;297;224
1048;201;249;223
41;145;247;277
377;119;311;360
754;36;211;274
